height,weight,label
197,45,tine
124,65,fat
181,46,tine
131,45,fat
192,61,tine
188,37,tine
120,75,fat
161,49,nomale
128,78,fat
185,46,tine
120,51,fat
163,42,tine
130,65,fat
139,38,nomale
175,63,nomale
194,42,tine
147,50,nomale
198,56,tine
163,62,nomale
139,55,fat
134,56,fat
178,74,nomale
145,35,tine
178,64,nomale
194,36,tine
180,76,nomale
190,47,tine
157,40,tine
135,43,nomale
171,40,tine
124,80,fat
152,44,nomale
187,80,nomale
177,60,nomale
172,54,tine
173,59,nomale
126,52,fat
142,48,nomale
186,66,nomale
178,60,nomale
128,44,fat
135,37,nomale
122,35,nomale
192,40,tine
170,60,nomale
172,41,tine
153,51,nomale
136,62,fat
139,49,fat
175,36,tine
190,65,tine
124,69,fat
167,36,tine
188,45,tine
157,63,fat
184,57,tine
182,79,nomale
129,73,fat
132,74,fat
182,78,nomale
196,35,tine
188,57,tine
140,45,nomale
193,50,tine
185,59,tine
159,44,tine
151,79,fat
156,43,tine
132,75,fat
197,40,tine
170,36,tine
176,35,tine
182,39,tine
121,42,fat
176,68,nomale
133,71,fat
188,48,tine
169,44,tine
146,58,fat
198,63,tine
172,42,tine
150,44,nomale
169,69,nomale
151,66,fat
165,50,tine
163,76,fat
143,54,fat
128,58,fat
164,37,tine
160,35,tine
188,78,nomale
130,59,fat
199,47,tine
170,58,nomale
133,60,fat
163,58,nomale
127,80,fat
187,61,tine
147,69,fat
145,51,nomale
131,67,fat
192,48,tine
131,71,fat
189,51,tine
156,45,tine
142,66,fat
200,38,tine
178,76,nomale
200,64,tine
172,45,tine
126,77,fat
133,49,fat
125,57,fat
185,50,tine
199,68,tine
129,52,fat
194,66,tine
175,41,tine
130,35,nomale
195,70,tine
188,65,tine
196,49,tine
166,74,fat
149,40,tine
192,55,tine
164,75,fat
185,51,tine
187,55,tine
131,38,nomale
180,42,tine
141,39,nomale
172,69,nomale
174,62,nomale
130,44,fat
198,51,tine
147,61,fat
180,58,tine
194,40,tine
132,35,nomale
173,38,tine
164,64,nomale
175,51,tine
199,69,tine
150,35,tine
129,55,fat
183,38,tine
200,46,tine
190,55,tine
135,60,fat
150,74,fat
149,58,fat
132,74,fat
135,73,fat
154,62,fat
129,73,fat
164,56,nomale
161,73,fat
122,53,fat
193,57,tine
121,67,fat
148,56,fat
133,78,fat
197,78,nomale
176,45,tine
142,71,fat
200,35,tine
168,71,fat
157,39,tine
197,72,nomale
122,74,fat
136,77,fat
149,36,tine
155,72,fat
123,46,fat
130,56,fat
137,74,fat
184,61,tine
134,59,fat
144,46,nomale
162,41,tine
168,37,tine
185,71,nomale
167,42,tine
122,59,fat
165,38,tine
143,51,nomale
157,54,nomale
165,75,fat
166,60,nomale
181,54,tine
148,59,fat
125,64,fat
126,75,fat
155,40,tine
176,78,fat
196,53,tine
125,57,fat
184,47,tine
177,35,tine
142,63,fat
188,73,nomale
124,66,fat
138,40,nomale
120,36,fat
128,39,nomale
130,79,fat
177,56,tine
125,48,fat
189,48,tine
173,62,nomale
137,58,fat
161,60,nomale
125,58,fat
147,45,nomale
158,47,nomale
176,38,tine
193,37,tine
131,36,nomale
121,77,fat
184,63,nomale
192,57,tine
131,59,fat
138,41,nomale
130,44,fat
131,61,fat
164,66,nomale
199,58,tine
165,63,nomale
120,62,fat
192,38,tine
186,43,tine
165,36,tine
163,78,fat
156,51,nomale
199,71,tine
161,46,tine
188,46,tine
131,41,nomale
122,52,fat
172,76,fat
184,80,nomale
155,54,nomale
182,59,tine
145,40,nomale
136,39,nomale
149,53,nomale
180,52,tine
170,43,tine
164,41,tine
145,77,fat
149,52,nomale
157,43,tine
176,57,tine
137,37,nomale
161,74,fat
158,43,tine
196,58,tine
183,78,nomale
145,76,fat
167,46,tine
165,35,tine
131,54,fat
195,63,tine
145,63,fat
155,39,tine
137,45,nomale
127,65,fat
124,56,fat
128,71,fat
152,69,fat
144,52,fat
185,56,tine
126,76,fat
180,36,tine
129,36,nomale
122,39,fat
141,38,nomale
134,61,fat
142,41,nomale
143,75,fat
170,39,tine
197,47,tine
174,61,nomale
132,35,nomale
146,57,fat
178,80,fat
155,52,nomale
152,59,fat
147,55,fat
199,55,tine
168,53,nomale
151,64,fat
170,68,nomale
153,43,tine
144,47,nomale
179,75,nomale
162,62,nomale
176,59,nomale
196,68,tine
155,72,fat
161,47,tine
142,45,nomale
175,74,nomale
161,54,nomale
174,71,nomale
199,35,tine
155,64,fat
180,62,nomale
199,67,tine
181,66,nomale
170,53,tine
128,76,fat
123,71,fat
140,47,nomale
168,66,nomale
131,64,fat
200,58,tine
167,56,nomale
183,67,nomale
200,48,tine
178,36,tine
198,52,tine
127,51,fat
183,61,tine
122,56,fat
126,42,fat
149,75,fat
180,63,nomale
194,65,tine
161,72,fat
123,52,fat
148,72,fat
146,79,fat
176,56,tine
123,67,fat
123,67,fat
166,54,nomale
126,79,fat
152,51,nomale
136,38,nomale
167,75,fat
147,47,nomale
155,74,fat
171,38,tine
134,75,fat
192,71,nomale
134,64,fat
181,39,tine
145,65,fat
173,80,fat
157,42,tine
138,77,fat
190,57,tine
183,77,nomale
137,62,fat
179,41,tine
166,42,tine
129,44,fat
130,76,fat
128,59,fat
128,65,fat
173,42,tine
175,62,nomale
195,70,tine
132,78,fat
160,77,fat
145,49,nomale
124,37,nomale
188,79,nomale
141,49,nomale
177,71,nomale
148,44,nomale
149,42,nomale
184,66,nomale
139,56,fat
197,46,tine
195,76,nomale
191,60,tine
191,63,tine
181,55,tine
162,48,tine
125,62,fat
150,80,fat
137,70,fat
132,69,fat
152,52,nomale
173,38,tine
129,36,nomale
199,69,tine
121,69,fat
167,76,fat
169,54,nomale
155,64,fat
166,50,tine
128,54,fat
194,55,tine
177,69,nomale
135,62,fat
120,46,fat
125,56,fat
195,61,tine
161,63,nomale
133,52,fat
154,46,nomale
136,59,fat
129,65,fat
181,53,tine
128,70,fat
157,55,nomale
146,37,tine
146,60,fat
193,62,tine
149,71,fat
148,39,tine
155,74,fat
157,71,fat
164,48,tine
123,79,fat
168,76,fat
164,68,fat
128,48,fat
130,50,fat
192,78,nomale
136,39,nomale
120,68,fat
189,46,tine
200,45,tine
177,59,nomale
128,78,fat
155,35,tine
161,45,tine
178,51,tine
122,42,fat
122,77,fat
185,46,tine
126,43,fat
143,38,nomale
135,66,fat
136,79,fat
190,74,nomale
136,63,fat
138,74,fat
146,71,fat
179,74,nomale
131,53,fat
126,80,fat
175,65,nomale
121,72,fat
175,62,nomale
160,66,fat
156,48,nomale
169,48,tine
144,78,fat
153,71,fat
154,63,fat
147,54,nomale
155,49,nomale
136,35,nomale
121,79,fat
177,78,nomale
151,60,fat
160,58,nomale
174,49,tine
186,42,tine
183,54,tine
131,73,fat
171,71,nomale
155,42,tine
197,53,tine
160,45,tine
200,52,tine
178,64,nomale
194,44,tine
180,42,tine
187,65,nomale
160,69,fat
154,38,tine
195,67,tine
144,50,nomale
172,52,tine
174,67,nomale
191,48,tine
129,60,fat
134,78,fat
165,35,tine
145,58,fat
165,76,fat
185,53,tine
173,48,tine
144,75,fat
180,41,tine
173,72,nomale
159,53,nomale
134,47,fat
178,47,tine
150,41,tine
126,68,fat
198,59,tine
152,49,nomale
151,58,fat
197,43,tine
135,53,fat
197,65,tine
139,70,fat
191,79,nomale
188,50,tine
169,55,nomale
157,39,tine
153,65,fat
169,56,nomale
150,37,tine
141,73,fat
168,67,nomale
137,64,fat
187,68,nomale
198,74,nomale
124,66,fat
196,72,nomale
173,67,nomale
159,61,nomale
147,67,fat
189,77,nomale
166,50,tine
150,79,fat
194,63,tine
198,72,tine
171,38,tine
137,79,fat
194,60,tine
152,60,fat
173,70,nomale
141,70,fat
138,75,fat
185,37,tine
192,66,tine
161,35,tine
194,44,tine
135,45,nomale
135,51,fat
163,65,nomale
165,68,nomale
175,47,tine
142,47,nomale
195,63,tine
190,66,tine
125,75,fat
139,43,nomale
196,75,nomale
188,41,tine
146,73,fat
135,78,fat
157,59,nomale
200,73,tine
182,41,tine
165,43,tine
144,59,fat
125,73,fat
183,62,nomale
141,75,fat
173,49,tine
126,40,fat
198,45,tine
142,74,fat
177,36,tine
192,48,tine
143,48,nomale
200,47,tine
142,56,fat
150,76,fat
151,61,fat
132,58,fat
141,55,fat
157,38,tine
137,80,fat
161,48,nomale
161,36,tine
178,37,tine
170,58,nomale
131,35,nomale
173,38,tine
186,70,nomale
150,75,fat
143,76,fat
128,65,fat
183,54,tine
134,53,fat
161,59,nomale
143,53,fat
186,55,tine
190,60,tine
193,65,tine
199,53,tine
145,70,fat
175,50,tine
187,60,tine
146,51,nomale
193,54,tine
168,69,nomale
184,66,nomale
162,43,tine
190,43,tine
172,75,fat
145,44,nomale
155,51,nomale
149,66,fat
150,55,nomale
137,69,fat
182,35,tine
125,37,nomale
189,76,nomale
125,79,fat
126,39,nomale
157,78,fat
162,65,nomale
180,47,tine
150,37,tine
151,39,tine
200,64,tine
124,60,fat
192,75,nomale
188,67,nomale
180,60,nomale
198,35,tine
199,47,tine
166,64,nomale
121,72,fat
120,55,fat
179,78,nomale
196,72,nomale
194,36,tine
140,70,fat
122,54,fat
158,52,nomale
124,37,nomale
127,58,fat
173,61,nomale
136,45,nomale
187,60,tine
139,75,fat
152,38,tine
199,73,tine
134,49,fat
128,42,fat
137,69,fat
190,69,nomale
196,73,nomale
191,62,tine
196,45,tine
153,39,tine
144,61,fat
154,37,tine
141,49,nomale
150,47,nomale
132,42,nomale
146,77,fat
156,35,tine
159,54,nomale
173,74,nomale
196,38,tine
192,74,nomale
127,39,nomale
139,44,nomale
196,42,tine
138,63,fat
178,77,nomale
189,39,tine
145,63,fat
174,52,tine
128,54,fat
192,51,tine
166,42,tine
133,35,nomale
198,55,tine
196,50,tine
200,60,tine
189,35,tine
187,50,tine
131,54,fat
164,44,tine
182,53,tine
157,61,nomale
154,41,tine
132,40,nomale
128,51,fat
125,68,fat
184,40,tine
151,61,fat
150,55,nomale
121,66,fat
164,70,fat
129,63,fat
176,77,nomale
184,50,tine
128,53,fat
176,70,nomale
182,65,nomale
200,37,tine
176,80,fat
191,60,tine
171,62,nomale
144,56,fat
154,50,nomale
154,43,tine
146,44,nomale
184,49,tine
125,50,fat
132,40,nomale
179,58,tine
148,61,fat
187,80,nomale
188,54,tine
163,41,tine
187,54,tine
185,63,tine
139,45,nomale
140,60,fat
185,43,tine
182,70,nomale
131,38,nomale
184,61,tine
181,59,tine
184,72,nomale
156,80,fat
159,67,fat
159,45,tine
183,49,tine
197,80,nomale
200,73,tine
128,49,fat
180,41,tine
186,58,tine
183,36,tine
183,77,nomale
163,39,tine
169,49,tine
138,55,fat
130,57,fat
195,60,tine
130,60,fat
124,69,fat
148,59,fat
134,41,nomale
155,58,nomale
146,43,nomale
121,55,fat
195,45,tine
152,72,fat
155,54,nomale
194,50,tine
154,68,fat
141,68,fat
173,65,nomale
200,38,tine
131,76,fat
146,50,nomale
158,46,tine
152,52,nomale
196,43,tine
146,57,fat
121,48,fat
146,72,fat
140,53,fat
133,80,fat
137,66,fat
130,71,fat
133,72,fat
131,76,fat
151,43,nomale
127,44,fat
156,39,tine
169,68,nomale
132,36,nomale
148,56,fat
132,58,fat
135,56,fat
123,74,fat
150,56,nomale
164,63,nomale
175,77,fat
197,59,tine
132,66,fat
200,46,tine
199,63,tine
166,62,nomale
172,63,nomale
173,77,fat
144,63,fat
159,77,fat
142,42,nomale
190,78,nomale
152,42,tine
149,73,fat
143,41,nomale
121,67,fat
144,60,fat
150,41,tine
120,67,fat
183,67,nomale
152,74,fat
164,56,nomale
162,43,tine
151,42,tine
130,70,fat
195,41,tine
144,46,nomale
177,36,tine
182,70,nomale
162,77,fat
122,64,fat
128,36,nomale
177,39,tine
155,62,fat
133,47,fat
179,71,nomale
180,69,nomale
127,65,fat
132,69,fat
196,67,tine
127,45,fat
192,47,tine
139,79,fat
140,67,fat
164,56,nomale
124,66,fat
140,47,nomale
147,76,fat
129,52,fat
125,62,fat
142,67,fat
123,47,fat
134,64,fat
175,68,nomale
159,56,nomale
145,51,nomale
194,59,tine
139,44,nomale
155,37,tine
132,55,fat
153,72,fat
142,44,nomale
164,50,nomale
180,66,nomale
200,74,nomale
146,37,tine
173,38,tine
174,76,fat
193,64,tine
137,74,fat
124,60,fat
199,47,tine
173,48,tine
132,47,fat
142,63,fat
168,63,nomale
166,77,fat
158,54,nomale
155,74,fat
131,42,nomale
185,43,tine
134,61,fat
195,62,tine
135,78,fat
200,44,tine
177,73,nomale
141,47,nomale
144,59,fat
134,61,fat
174,57,nomale
200,41,tine
191,53,tine
161,41,tine
151,80,fat
197,54,tine
151,40,tine
136,51,fat
170,73,fat
188,38,tine
181,68,nomale
197,75,nomale
132,80,fat
125,55,fat
188,38,tine
141,64,fat
129,54,fat
175,66,nomale
158,35,tine
185,43,tine
174,47,tine
159,65,fat
153,70,fat
170,76,fat
126,72,fat
176,77,nomale
151,67,fat
144,67,fat
152,67,fat
126,79,fat
148,37,tine
145,45,nomale
191,77,nomale
164,66,nomale
127,78,fat
129,39,nomale
153,49,nomale
145,75,fat
135,62,fat
179,74,nomale
127,62,fat
199,52,tine
152,59,fat
133,71,fat
125,43,fat
138,67,fat
121,36,nomale
134,66,fat
138,60,fat
165,64,nomale
158,66,fat
159,54,nomale
199,54,tine
166,43,tine
178,62,nomale
197,76,nomale
151,70,fat
190,68,nomale
183,72,nomale
176,45,tine
134,62,fat
142,63,fat
168,56,nomale
172,55,nomale
126,43,fat
120,54,fat
134,74,fat
129,51,fat
133,39,nomale
156,66,fat
135,64,fat
193,66,tine
141,78,fat
155,79,fat
153,40,tine
192,35,tine
132,63,fat
169,37,tine
194,59,tine
140,59,fat
152,41,tine
174,78,fat
164,71,fat
199,80,nomale
180,64,nomale
129,60,fat
160,48,nomale
192,69,nomale
134,77,fat
147,63,fat
153,67,fat
134,38,nomale
170,72,nomale
121,79,fat
199,51,tine
145,42,nomale
174,48,tine
151,65,fat
189,46,tine
121,65,fat
176,72,nomale
171,39,tine
200,57,tine
130,38,nomale
146,43,nomale
198,80,nomale
145,65,fat
133,58,fat
127,69,fat
148,71,fat
158,59,nomale
143,52,fat
149,39,tine
126,64,fat
164,41,tine
125,45,fat
159,72,fat
152,69,fat
188,69,nomale
152,53,nomale
183,67,nomale
175,58,nomale
151,47,nomale
172,71,nomale
130,47,fat
190,59,tine
135,66,fat
137,55,fat
128,35,nomale
141,50,fat
167,57,nomale
137,55,fat
130,50,fat
176,45,tine
161,77,fat
147,76,fat
174,64,nomale
142,72,fat
121,35,nomale
124,59,fat
191,65,tine
187,64,tine
171,67,nomale
166,68,nomale
120,55,fat
175,45,tine
127,65,fat
139,69,fat
123,55,fat
157,69,fat
175,78,fat
150,61,fat
156,35,tine
196,49,tine
136,54,fat
125,65,fat
195,35,tine
190,55,tine
133,67,fat
198,51,tine
129,61,fat
144,46,nomale
146,72,fat
144,57,fat
125,61,fat
183,76,nomale
186,55,tine
145,43,nomale
164,57,nomale
168,73,fat
124,41,fat
177,62,nomale
192,74,nomale
151,62,fat
161,78,fat
134,61,fat
186,67,nomale
134,48,fat
163,77,fat
163,53,nomale
177,56,tine
199,46,tine
194,73,nomale
129,49,fat
158,73,fat
148,47,nomale
189,52,tine
158,52,nomale
199,38,tine
192,53,tine
173,78,fat
170,55,nomale
129,74,fat
168,76,fat
124,56,fat
128,40,nomale
131,52,fat
156,42,tine
139,43,nomale
174,46,tine
158,62,nomale
134,70,fat
159,36,tine
149,60,fat
126,58,fat
160,67,fat
180,56,tine
187,68,nomale
196,78,nomale
155,49,nomale
169,66,nomale
135,69,fat
175,66,nomale
198,79,nomale
147,64,fat
144,36,tine
200,43,tine
123,53,fat
144,77,fat
166,69,fat
183,49,tine
121,72,fat
126,51,fat
161,58,nomale
140,44,nomale
180,77,nomale
125,62,fat
144,64,fat
153,51,nomale
198,73,nomale
177,80,fat
198,73,nomale
120,77,fat
145,50,nomale
164,43,tine
158,61,nomale
133,79,fat
136,70,fat
192,78,nomale
131,45,fat
155,68,fat
146,80,fat
191,36,tine
180,68,nomale
172,76,fat
156,35,tine
127,38,nomale
147,39,tine
189,74,nomale
194,38,tine
146,73,fat
133,38,nomale
193,78,nomale
200,44,tine
148,47,nomale
196,47,tine
166,44,tine
151,40,tine
198,37,tine
125,58,fat
160,60,nomale
146,48,nomale
149,62,fat
132,60,fat
191,72,nomale
180,48,tine
199,74,nomale
138,75,fat
195,76,nomale
123,77,fat
135,35,nomale
144,74,fat
157,60,nomale
138,51,fat
139,73,fat
130,80,fat
151,69,fat
194,58,tine
144,63,fat
130,79,fat
181,61,nomale
148,38,tine
159,70,fat
135,50,fat
173,55,tine
140,49,fat
130,44,fat
149,39,tine
130,73,fat
197,50,tine
172,49,tine
191,39,tine
162,51,nomale
178,79,nomale
183,50,tine
134,53,fat
157,68,fat
173,42,tine
196,46,tine
121,76,fat
150,64,fat
140,36,tine
182,77,nomale
152,77,fat
187,67,nomale
186,78,nomale
143,73,fat
158,79,fat
180,66,nomale
124,60,fat
191,41,tine
140,59,fat
191,38,tine
199,60,tine
121,59,fat
194,61,tine
177,76,nomale
178,36,tine
135,80,fat
151,44,nomale
124,35,nomale
129,55,fat
131,51,fat
126,44,fat
189,46,tine
148,48,nomale
184,42,tine
120,59,fat
178,77,nomale
194,66,tine
183,49,tine
178,46,tine
171,67,nomale
167,64,nomale
145,50,nomale
170,42,tine
171,46,tine
182,46,tine
176,76,nomale
126,57,fat
162,56,nomale
146,51,nomale
134,37,nomale
197,56,tine
153,45,nomale
133,48,fat
145,69,fat
148,41,nomale
192,57,tine
138,45,nomale
121,54,fat
159,65,fat
184,35,tine
156,41,tine
170,53,tine
156,65,fat
131,65,fat
139,60,fat
136,75,fat
196,79,nomale
174,51,tine
163,56,nomale
136,70,fat
142,74,fat
160,55,nomale
146,73,fat
162,59,nomale
149,66,fat
179,49,tine
176,55,tine
178,60,nomale
193,75,nomale
189,46,tine
151,62,fat
166,52,nomale
138,61,fat
144,56,fat
183,56,tine
195,72,nomale
153,80,fat
167,80,fat
187,80,nomale
140,43,nomale
132,63,fat
146,78,fat
129,62,fat
162,67,fat
172,62,nomale
150,59,fat
141,55,fat
165,46,tine
145,62,fat
144,46,nomale
192,62,tine
136,56,fat
189,68,nomale
193,54,tine
188,41,tine
142,50,nomale
132,73,fat
148,40,tine
188,62,tine
151,62,fat
178,39,tine
143,69,fat
149,71,fat
172,35,tine
168,50,tine
190,55,tine
165,60,nomale
140,77,fat
127,72,fat
134,63,fat
185,76,nomale
125,37,nomale
194,60,tine
185,63,tine
143,54,fat
157,59,nomale
134,80,fat
165,72,fat
120,58,fat
172,50,tine
139,73,fat
133,44,nomale
174,45,tine
163,59,nomale
146,79,fat
195,47,tine
162,77,fat
123,65,fat
156,45,tine
188,71,nomale
199,76,nomale
145,76,fat
141,58,fat
190,76,nomale
194,72,nomale
169,65,nomale
122,71,fat
170,42,tine
176,43,tine
197,53,tine
123,48,fat
185,78,nomale
183,67,nomale
168,79,fat
145,59,fat
162,64,nomale
145,62,fat
123,55,fat
178,37,tine
151,50,nomale
151,57,nomale
134,53,fat
136,77,fat
141,68,fat
132,73,fat
191,56,tine
129,72,fat
186,70,nomale
191,56,tine
185,57,tine
125,80,fat
126,63,fat
158,48,nomale
188,45,tine
165,68,nomale
183,78,nomale
156,42,tine
126,73,fat
189,56,tine
141,49,nomale
164,44,tine
125,64,fat
161,74,fat
136,56,fat
170,42,tine
162,79,fat
190,55,tine
146,69,fat
129,61,fat
161,78,fat
181,72,nomale
163,37,tine
176,42,tine
140,40,nomale
166,71,fat
164,44,tine
189,41,tine
194,76,nomale
171,77,fat
120,46,fat
152,41,tine
160,35,tine
130,47,fat
187,55,tine
191,63,tine
120,53,fat
121,43,fat
181,45,tine
181,67,nomale
124,68,fat
168,53,nomale
120,61,fat
176,54,tine
157,78,fat
159,57,nomale
120,37,fat
144,42,nomale
186,62,tine
127,44,fat
143,49,nomale
122,56,fat
147,46,nomale
198,42,tine
197,56,tine
182,43,tine
125,46,fat
156,77,fat
159,43,tine
162,55,nomale
163,37,tine
125,48,fat
195,42,tine
148,61,fat
165,80,fat
157,52,nomale
121,68,fat
189,80,nomale
187,80,nomale
193,80,nomale
185,76,nomale
138,80,fat
183,68,nomale
140,45,nomale
194,58,tine
143,59,fat
187,72,nomale
153,74,fat
179,70,nomale
182,60,tine
180,46,tine
194,66,tine
191,70,nomale
126,61,fat
164,61,nomale
123,76,fat
124,78,fat
158,64,fat
154,42,tine
177,66,nomale
176,67,nomale
123,38,fat
162,62,nomale
155,44,tine
125,36,nomale
189,64,tine
194,50,tine
134,71,fat
133,61,fat
180,62,nomale
189,74,nomale
125,71,fat
143,74,fat
180,60,nomale
136,54,fat
174,73,nomale
130,69,fat
189,59,tine
187,64,tine
172,74,fat
159,80,fat
173,40,tine
157,43,tine
185,44,tine
121,80,fat
191,44,tine
145,64,fat
156,68,fat
194,61,tine
178,46,tine
154,78,fat
131,46,fat
183,58,tine
198,66,tine
163,37,tine
144,74,fat
141,75,fat
141,39,nomale
120,58,fat
180,69,nomale
158,48,nomale
200,39,tine
161,37,tine
140,48,nomale
176,60,nomale
134,74,fat
174,61,nomale
179,77,nomale
140,42,nomale
178,70,nomale
141,37,nomale
189,42,tine
182,57,tine
154,53,nomale
138,69,fat
138,67,fat
181,74,nomale
179,41,tine
188,57,tine
127,56,fat
126,55,fat
189,61,tine
156,79,fat
148,36,tine
132,61,fat
168,45,tine
196,59,tine
164,72,fat
188,78,nomale
178,54,tine
143,69,fat
121,60,fat
130,53,fat
172,57,nomale
122,48,fat
138,73,fat
120,75,fat
158,48,nomale
180,80,nomale
180,61,nomale
167,59,nomale
196,36,tine
178,59,nomale
130,61,fat
131,65,fat
148,71,fat
137,67,fat
127,51,fat
195,37,tine
169,65,nomale
199,73,tine
174,75,nomale
137,80,fat
198,52,tine
132,45,fat
169,53,nomale
123,43,fat
132,77,fat
146,71,fat
195,58,tine
131,54,fat
170,54,nomale
135,36,nomale
197,64,tine
186,57,tine
188,59,tine
161,80,fat
187,47,tine
187,41,tine
151,75,fat
170,74,fat
151,76,fat
125,44,fat
159,36,tine
122,68,fat
127,64,fat
151,61,fat
172,49,tine
155,46,nomale
132,77,fat
171,65,nomale
145,70,fat
194,54,tine
188,48,tine
141,54,fat
138,61,fat
188,72,nomale
174,44,tine
129,37,nomale
172,46,tine
143,53,fat
174,50,tine
138,49,fat
155,43,tine
121,56,fat
159,46,tine
132,65,fat
134,40,nomale
148,57,fat
169,71,nomale
134,62,fat
177,68,nomale
179,67,nomale
171,77,fat
137,65,fat
130,38,nomale
140,52,fat
191,75,nomale
176,75,nomale
154,39,tine
146,51,nomale
189,43,tine
183,80,nomale
143,69,fat
185,80,nomale
181,48,tine
183,76,nomale
158,59,nomale
199,51,tine
139,35,tine
158,59,nomale
192,57,tine
147,60,fat
142,56,fat
195,80,nomale
184,52,tine
128,64,fat
170,36,tine
161,37,tine
141,78,fat
190,65,tine
151,79,fat
156,62,fat
193,45,tine
160,37,tine
128,73,fat
162,57,nomale
144,54,fat
183,41,tine
172,64,nomale
199,67,tine
134,72,fat
131,50,fat
176,59,nomale
126,41,fat
184,58,tine
152,44,nomale
128,42,fat
169,47,tine
145,70,fat
172,71,nomale
199,43,tine
131,40,nomale
167,57,nomale
185,57,tine
164,52,nomale
182,51,tine
121,54,fat
175,63,nomale
188,71,nomale
142,50,nomale
133,52,fat
126,77,fat
168,65,nomale
165,50,tine
197,55,tine
153,76,fat
158,69,fat
157,63,fat
133,45,fat
191,72,nomale
155,50,nomale
194,52,tine
177,49,tine
126,66,fat
170,71,nomale
155,48,nomale
187,69,nomale
169,40,tine
184,56,tine
126,64,fat
167,44,tine
193,43,tine
174,65,nomale
139,72,fat
147,51,nomale
191,73,nomale
148,39,tine
175,76,nomale
175,56,tine
135,60,fat
196,65,tine
132,67,fat
161,60,nomale
194,59,tine
199,75,nomale
135,77,fat
164,59,nomale
133,35,nomale
184,46,tine
122,42,fat
174,45,tine
128,52,fat
199,52,tine
161,50,nomale
186,71,nomale
172,65,nomale
198,41,tine
140,37,nomale
154,71,fat
126,64,fat
180,68,nomale
190,35,tine
195,68,tine
128,59,fat
197,45,tine
195,51,tine
183,80,nomale
158,77,fat
160,46,tine
178,48,tine
179,80,nomale
197,43,tine
196,55,tine
167,58,nomale
163,48,tine
154,59,nomale
151,72,fat
177,40,tine
138,79,fat
184,39,tine
122,71,fat
200,47,tine
125,45,fat
120,56,fat
125,51,fat
160,48,nomale
120,45,fat
179,48,tine
154,71,fat
128,61,fat
149,56,fat
149,69,fat
159,36,tine
132,65,fat
163,69,fat
140,79,fat
183,38,tine
170,61,nomale
193,67,tine
163,71,fat
194,49,tine
179,51,tine
153,71,fat
152,44,nomale
141,59,fat
164,61,nomale
160,60,nomale
187,73,nomale
200,76,nomale
140,76,fat
162,73,fat
189,73,nomale
167,78,fat
148,45,nomale
154,40,tine
142,75,fat
121,56,fat
124,73,fat
166,62,nomale
155,57,nomale
195,74,nomale
198,60,tine
154,40,tine
164,75,fat
182,54,tine
186,53,tine
161,59,nomale
182,65,nomale
146,36,tine
189,50,tine
131,62,fat
139,78,fat
199,67,tine
178,78,nomale
148,69,fat
129,66,fat
158,70,fat
170,66,nomale
185,48,tine
200,53,tine
129,65,fat
140,38,nomale
137,44,nomale
151,38,tine
125,72,fat
140,53,fat
194,56,tine
161,79,fat
127,57,fat
139,38,nomale
154,62,fat
160,36,tine
139,48,nomale
168,72,fat
186,65,nomale
161,47,tine
165,51,nomale
180,41,tine
184,50,tine
135,68,fat
199,35,tine
186,70,nomale
160,76,fat
153,73,fat
150,51,nomale
135,44,nomale
137,65,fat
183,42,tine
199,46,tine
134,52,fat
139,70,fat
151,68,fat
131,35,nomale
124,54,fat
200,53,tine
146,48,nomale
163,38,tine
134,35,nomale
175,55,tine
183,73,nomale
186,53,tine
177,72,nomale
188,65,tine
145,38,tine
192,70,nomale
171,61,nomale
172,58,nomale
123,59,fat
120,73,fat
145,36,tine
165,43,tine
155,43,tine
148,37,tine
176,69,nomale
183,48,tine
143,58,fat
151,62,fat
164,70,fat
139,65,fat
169,51,tine
193,52,tine
145,53,fat
123,63,fat
199,68,tine
162,55,nomale
149,78,fat
197,80,nomale
141,66,fat
185,66,nomale
126,40,fat
136,44,nomale
170,74,fat
171,65,nomale
169,47,tine
161,70,fat
141,57,fat
193,80,nomale
169,54,nomale
134,55,fat
152,77,fat
147,36,tine
127,50,fat
177,52,tine
135,35,nomale
181,78,nomale
125,78,fat
121,65,fat
151,52,nomale
152,64,fat
145,47,nomale
143,37,tine
197,73,nomale
196,68,tine
131,43,fat
146,49,nomale
166,66,nomale
162,51,nomale
175,36,tine
180,65,nomale
188,51,tine
176,55,tine
172,47,tine
120,79,fat
179,51,tine
125,75,fat
170,73,fat
186,48,tine
140,74,fat
157,72,fat
128,59,fat
132,79,fat
139,58,fat
159,70,fat
153,42,tine
179,75,nomale
162,57,nomale
197,74,nomale
139,42,nomale
143,50,nomale
132,72,fat
160,50,nomale
128,39,nomale
187,42,tine
172,38,tine
153,58,nomale
145,48,nomale
159,41,tine
148,72,fat
141,73,fat
157,69,fat
170,39,tine
125,57,fat
126,79,fat
177,52,tine
172,61,nomale
136,61,fat
141,35,tine
174,70,nomale
159,60,nomale
130,36,nomale
155,77,fat
152,71,fat
135,64,fat
154,42,tine
160,62,nomale
145,66,fat
120,80,fat
170,44,tine
174,43,tine
194,45,tine
159,64,fat
120,50,fat
180,63,nomale
155,76,fat
162,67,fat
162,46,tine
193,54,tine
153,72,fat
144,36,tine
131,50,fat
131,79,fat
167,73,fat
149,49,nomale
175,64,nomale
169,37,tine
134,74,fat
141,74,fat
138,55,fat
